epochs,width,rate,error
20,150,0.001,0.00098836694204
20,150,0.0005,0.000989679299057
20,150,0.0005,0.001008370423996
20,150,0.001,0.001009943863304
20,150,0.001,0.001012745766849
20,150,0.0005,0.001019401888582
20,150,0.0005,0.001022281742022
20,150,0.0005,0.001034905772798
20,150,0.001,0.001053821493045
20,150,0.001,0.001060385531477
20,150,0.0075,0.001766831824166
20,150,0.0075,0.001766831824166
20,150,0.0075,0.001766831824166
20,150,0.0075,0.001766831824166
20,150,0.0075,0.001766831824166
