,sea-1,sv0-1,sea-2,sv0-2
304,,281474976692384.0,281474976692416.0,281474976692384.0
305,,281474976692384.0,281474976692416.0,281474976692384.0
306,,281474976692384.0,281474976692416.0,281474976692384.0
311,,281474976692384.0,281474976692416.0,281474976692384.0
312,,281474976692384.0,281474976692416.0,281474976692384.0
313,,281474976692384.0,281474976692416.0,281474976692384.0
314,,281474976692384.0,281474976692416.0,281474976692384.0
315,,281474976692384.0,281474976692416.0,281474976692384.0
316,,281474976692384.0,281474976692416.0,281474976692384.0
317,,281474976692384.0,281474976692416.0,281474976692384.0
318,,281474976692384.0,281474976692416.0,281474976692384.0
319,,281474976692384.0,281474976692416.0,281474976692384.0
320,,281474976692384.0,281474976692416.0,281474976692384.0
321,,281474976692384.0,281474976692416.0,281474976692384.0
322,,281474976692384.0,281474976692416.0,281474976692384.0
323,,281474976692384.0,281474976692416.0,281474976692384.0
324,,281474976692384.0,281474976692416.0,281474976692384.0
325,,281474976692384.0,281474976692416.0,281474976692384.0
326,,281474976692384.0,281474976692416.0,281474976692384.0
331,,281474976692512.0,281474976692544.0,281474976692512.0
332,,281474976692512.0,281474976692544.0,281474976692512.0
333,,281474976692512.0,281474976692544.0,281474976692512.0
334,,281474976692512.0,281474976692544.0,281474976692512.0
335,,281474976692512.0,281474976692544.0,281474976692512.0
336,,281474976692512.0,281474976692544.0,281474976692512.0
337,,281474976692512.0,281474976692544.0,281474976692512.0
338,,281474976692512.0,281474976692544.0,281474976692512.0
339,,281474976692512.0,281474976692544.0,281474976692512.0
340,,281474976692512.0,281474976692544.0,281474976692512.0
341,,281474976692512.0,281474976692544.0,281474976692512.0
344,,281474976692608.0,281474976692608.0,281474976692608.0
345,,281474976692608.0,281474976692608.0,281474976692608.0
346,,281474976692608.0,281474976692608.0,281474976692608.0
347,,281474976692608.0,281474976692608.0,281474976692608.0
353,,465768.0,281474976692560.0,465768.0
354,,465768.0,281474976692560.0,465768.0
355,,465768.0,281474976692560.0,465768.0
357,,1.0,281474976692576.0,465768.0
359,,0.0,281474976692604.0,1.0
360,,0.0,281474976692604.0,1.0
367,,57.0,281474976692464.0,57.0
370,,281474976692368.0,281474976692368.0,281474976692368.0
373,,57.0,281474976692400.0,1.0
374,,57.0,281474976692400.0,1.0
376,,111124480.0,281474976692416.0,57.0
378,,0.0,11681912.0,111124480.0
381,,11675088.0,11675112.0,11675088.0
382,,11675088.0,11675112.0,11675088.0
384,,0.0,10805920.0,11675088.0
385,,0.0,10805920.0,11675088.0
386,,0.0,10805920.0,11675088.0
387,,0.0,10805920.0,11675088.0
388,,0.0,10805920.0,11675088.0
389,,0.0,10805920.0,11675088.0
390,,0.0,10805920.0,11675088.0
391,,0.0,10805920.0,11675088.0
392,,0.0,10805920.0,11675088.0
393,,0.0,10805920.0,11675088.0
394,,0.0,10805920.0,11675088.0
395,,0.0,10805920.0,11675088.0
397,,115286016.0,10805947.0,0.0
398,,115286016.0,10805947.0,0.0
7680,,115751784.0,115751760.0,115751776.0
7681,,115751784.0,115751760.0,115751776.0
7682,,115751784.0,115751760.0,115751776.0
7683,,115751784.0,115751760.0,115751776.0
7684,,115751784.0,115751760.0,115751776.0
7686,,281474976692608.0,115751768.0,115751784.0
7687,,281474976692608.0,115751768.0,115751784.0
7695,,232900.0,281474976692560.0,232900.0
7696,,232900.0,281474976692560.0,232900.0
7697,,232900.0,281474976692560.0,232900.0
7698,,232900.0,281474976692560.0,232900.0
7699,,232900.0,281474976692560.0,232900.0
7700,,232900.0,281474976692560.0,232900.0
7702,,951952.0,281474976692576.0,232900.0
7704,,0.0,12730576.0,951952.0
7705,,0.0,12730576.0,951952.0
11347,,115985860.0,115985792.0,4.0
11348,,115985860.0,115985792.0,4.0
11349,,115985860.0,115985792.0,4.0
11350,,115985860.0,115985792.0,4.0
11351,,115985860.0,115985792.0,4.0
11352,,115985860.0,115985792.0,4.0
11357,,9189944.0,115752968.0,9189944.0
11358,,9189944.0,115752968.0,9189944.0
11359,,9189944.0,115752968.0,9189944.0
11360,,9189944.0,115752968.0,9189944.0
11361,,9189944.0,115752968.0,9189944.0
11362,,9189944.0,115752968.0,9189944.0
11367,,72.0,281474976692560.0,72.0
11368,,72.0,281474976692560.0,72.0
11369,,72.0,281474976692560.0,72.0
11370,,72.0,281474976692560.0,72.0
11371,,72.0,281474976692560.0,72.0
11372,,72.0,281474976692560.0,72.0
11374,,951872.0,281474976692576.0,72.0
11376,,1.0,12730576.0,951872.0
11377,,1.0,12730576.0,951872.0
11384,,19171432.0,19171408.0,19171408.0
11385,,19171432.0,19171408.0,19171408.0
11386,,19171432.0,19171408.0,19171408.0
11387,,19171432.0,19171408.0,19171408.0
11388,,19171432.0,19171408.0,19171408.0
11393,,248.0,281474976692560.0,248.0
11394,,248.0,281474976692560.0,248.0
11395,,248.0,281474976692560.0,248.0
11396,,248.0,281474976692560.0,248.0
11397,,248.0,281474976692560.0,248.0
11398,,248.0,281474976692560.0,248.0
11400,,951616.0,281474976692576.0,248.0
11402,,1.0,12730576.0,951616.0
11403,,1.0,12730576.0,951616.0
11412,,20767224.0,20767200.0,20767216.0
11413,,20767224.0,20767200.0,20767216.0
11414,,20767224.0,20767200.0,20767216.0
11415,,20767224.0,20767200.0,20767216.0
11416,,20767224.0,20767200.0,20767216.0
11418,,4789744.0,20767208.0,20767224.0
11423,,58217.0,19171424.0,58217.0
18707,,115751784.0,115751760.0,115751776.0
18708,,115751784.0,115751760.0,115751776.0
18711,,115752960.0,10459036.0,115752960.0
18719,,20767224.0,20767200.0,20767216.0
18720,,20767224.0,20767200.0,20767216.0
18721,,20767224.0,20767200.0,20767216.0
18724,,116711392.0,10465528.0,116711392.0
18729,,55007232.0,10461096.0,55007232.0
18730,,55007232.0,10461096.0,55007232.0
18731,,55007232.0,10461096.0,55007232.0
18732,,55007232.0,10461096.0,55007232.0
18733,,55007232.0,10461096.0,55007232.0
18734,,55007232.0,10461096.0,55007232.0
18742,,10458672.0,281474976692624.0,281474976692544.0
18743,,10458672.0,281474976692624.0,281474976692544.0
18744,,10458672.0,281474976692624.0,281474976692544.0
18745,,10458672.0,281474976692624.0,281474976692544.0
18746,,10458672.0,281474976692624.0,281474976692544.0
18747,,10458672.0,281474976692624.0,281474976692544.0
18749,,19854080.0,10461104.0,10458672.0
18751,,69864832.0,281474976689152.0,19854080.0
18752,,69864832.0,281474976689152.0,19854080.0
18753,,69864832.0,281474976689152.0,19854080.0
18760,,281474976689024.0,281474976689088.0,281474976689024.0
18766,,281474976688944.0,281474976688992.0,281474976688944.0
18767,,281474976688944.0,281474976688992.0,281474976688944.0
18768,,281474976688944.0,281474976688992.0,281474976688944.0
18769,,281474976688944.0,281474976688992.0,281474976688944.0
18770,,281474976688944.0,281474976688992.0,281474976688944.0
18771,,281474976688944.0,281474976688992.0,281474976688944.0
18772,,281474976688944.0,281474976688992.0,281474976688944.0
18773,,281474976688944.0,281474976688992.0,281474976688944.0
18774,,281474976688944.0,281474976688992.0,281474976688944.0
18775,,281474976688944.0,281474976688992.0,281474976688944.0
18781,,281474976688944.0,281474976688992.0,281474976688944.0
18782,,281474976688944.0,281474976688992.0,281474976688944.0
18783,,281474976688944.0,281474976688992.0,281474976688944.0
18785,,1.0,281474976689008.0,281474976688944.0
18786,,1.0,281474976689008.0,281474976688944.0
18788,,1.0,19171416.0,1.0
18789,,1.0,19171416.0,1.0
18790,,1.0,19171416.0,1.0
18791,,1.0,19171416.0,1.0
18792,,1.0,19171416.0,1.0
18793,,1.0,19171416.0,1.0
18797,,281474976688976.0,281474976688992.0,281474976688976.0
18798,,281474976688976.0,281474976688992.0,281474976688976.0
18799,,281474976688976.0,281474976688992.0,281474976688976.0
18800,,281474976688976.0,281474976688992.0,281474976688976.0
18802,,116707376.0,281474976689008.0,281474976688976.0
18803,,116707376.0,281474976689008.0,281474976688976.0
18804,,116707376.0,281474976689008.0,281474976688976.0
18814,,281474976688864.0,281474976688944.0,281474976688864.0
18815,,281474976688864.0,281474976688944.0,281474976688864.0
18816,,281474976688864.0,281474976688944.0,281474976688864.0
18817,,281474976688864.0,281474976688944.0,281474976688864.0
18818,,281474976688864.0,281474976688944.0,281474976688864.0
18820,,3650.0,281474976688960.0,281474976688864.0
18821,,3650.0,281474976688960.0,281474976688864.0
18824,,446.0,20844408.0,446.0
18825,,446.0,20844408.0,446.0
18826,,446.0,20844408.0,446.0
18827,,446.0,20844408.0,446.0
18829,,35864112.0,20843946.0,446.0
18830,,35864112.0,20843946.0,446.0
18831,,35864112.0,20843946.0,446.0
18832,,35864112.0,20843946.0,446.0
18833,,35864112.0,20843946.0,446.0
18839,,327740.0,81716248.0,327740.0
18840,,327740.0,81716248.0,327740.0
18841,,327740.0,81716248.0,327740.0
18843,,19854080.0,116707360.0,327740.0
18850,,281474976688928.0,281474976688992.0,281474976688928.0
18851,,281474976688928.0,281474976688992.0,281474976688928.0
18852,,281474976688928.0,281474976688992.0,281474976688928.0
18853,,281474976688928.0,281474976688992.0,281474976688928.0
18854,,281474976688928.0,281474976688992.0,281474976688928.0
18855,,281474976688928.0,281474976688992.0,281474976688928.0
18856,,281474976688928.0,281474976688992.0,281474976688928.0
18857,,281474976688928.0,281474976688992.0,281474976688928.0
18858,,281474976688928.0,281474976688992.0,281474976688928.0
18859,,281474976688928.0,281474976688992.0,281474976688928.0
18860,,281474976688928.0,281474976688992.0,281474976688928.0
18861,,281474976688928.0,281474976688992.0,281474976688928.0
18862,,281474976688928.0,281474976688992.0,281474976688928.0
18863,,281474976688928.0,281474976688992.0,281474976688928.0
18864,,281474976688928.0,281474976688992.0,281474976688928.0
18866,,116707376.0,281474976689008.0,281474976688928.0
18867,,116707376.0,281474976689008.0,281474976688928.0
18868,,116707376.0,281474976689008.0,281474976688928.0
18872,,116707408.0,10465528.0,116707408.0
18875,,69841856.0,116707392.0,69841856.0
18876,,69841856.0,116707392.0,69841856.0
18877,,69841856.0,116707392.0,69841856.0
18878,,69841856.0,116707392.0,69841856.0
18879,,69841856.0,116707392.0,69841856.0
18880,,69841856.0,116707392.0,69841856.0
18882,,281474976689120.0,116707360.0,69841856.0
18888,,281474976689072.0,281474976689104.0,281474976689072.0
18889,,281474976689072.0,281474976689104.0,281474976689072.0
18890,,281474976689072.0,281474976689104.0,281474976689072.0
18891,,281474976689072.0,281474976689104.0,281474976689072.0
18892,,281474976689072.0,281474976689104.0,281474976689072.0
18893,,281474976689072.0,281474976689104.0,281474976689072.0
18894,,281474976689072.0,281474976689104.0,281474976689072.0
18900,,281474976689040.0,281474976689088.0,281474976689040.0
18901,,281474976689040.0,281474976689088.0,281474976689040.0
18902,,281474976689040.0,281474976689088.0,281474976689040.0
18903,,281474976689040.0,281474976689088.0,281474976689040.0
18904,,281474976689040.0,281474976689088.0,281474976689040.0
18905,,281474976689040.0,281474976689088.0,281474976689040.0
18906,,281474976689040.0,281474976689088.0,281474976689040.0
18907,,281474976689040.0,281474976689088.0,281474976689040.0
18908,,281474976689040.0,281474976689088.0,281474976689040.0
18909,,281474976689040.0,281474976689088.0,281474976689040.0
18910,,281474976689040.0,281474976689088.0,281474976689040.0
18911,,281474976689040.0,281474976689088.0,281474976689040.0
18912,,281474976689040.0,281474976689088.0,281474976689040.0
18913,,281474976689040.0,281474976689088.0,281474976689040.0
18914,,281474976689040.0,281474976689088.0,281474976689040.0
18915,,281474976689040.0,281474976689088.0,281474976689040.0
18920,,281474976689056.0,281474976689088.0,281474976689056.0
18921,,281474976689056.0,281474976689088.0,281474976689056.0
18922,,281474976689056.0,281474976689088.0,281474976689056.0
18923,,281474976689056.0,281474976689088.0,281474976689056.0
18924,,281474976689056.0,281474976689088.0,281474976689056.0
18925,,281474976689056.0,281474976689088.0,281474976689056.0
18926,,281474976689056.0,281474976689088.0,281474976689056.0
18927,,281474976689056.0,281474976689088.0,281474976689056.0
18928,,281474976689056.0,281474976689088.0,281474976689056.0
18929,,281474976689056.0,281474976689088.0,281474976689056.0
18932,,4294967295.0,115752968.0,4294967295.0
18933,,4294967295.0,115752968.0,4294967295.0
18934,,4294967295.0,115752968.0,4294967295.0
18935,,4294967295.0,115752968.0,4294967295.0
18936,,4294967295.0,115752968.0,4294967295.0
18937,,4294967295.0,115752968.0,4294967295.0
18939,,116707408.0,115752992.0,4294967295.0
18940,,116707408.0,115752992.0,4294967295.0
18941,,116707408.0,115752992.0,4294967295.0
18944,,116707424.0,10465536.0,116707424.0
18947,,115505768.0,116707408.0,115505768.0
18948,,115505768.0,116707408.0,115505768.0
18949,,115505768.0,116707408.0,115505768.0
18950,,115505768.0,116707408.0,115505768.0
18951,,115505768.0,116707408.0,115505768.0
18953,,116707424.0,115505800.0,115505768.0
18954,,116707424.0,115505800.0,115505768.0
18955,,116707424.0,115505800.0,115505768.0
18960,,116707456.0,116707424.0,116707456.0
18963,,69841856.0,116707440.0,69841856.0
18964,,69841856.0,116707440.0,69841856.0
18966,,0.0,116707360.0,69841856.0
18967,,0.0,116707360.0,69841856.0
18968,,0.0,116707360.0,69841856.0
18969,,0.0,116707360.0,69841856.0
18970,,0.0,116707360.0,69841856.0
18971,,0.0,116707360.0,69841856.0
18972,,0.0,116707360.0,69841856.0
18973,,0.0,116707360.0,69841856.0
18974,,0.0,116707360.0,69841856.0
18975,,0.0,116707360.0,69841856.0
18976,,0.0,116707360.0,69841856.0
18984,,10458672.0,281474976692624.0,281474976692544.0
18985,,10458672.0,281474976692624.0,281474976692544.0
18986,,10458672.0,281474976692624.0,281474976692544.0
18987,,10458672.0,281474976692624.0,281474976692544.0
18988,,10458672.0,281474976692624.0,281474976692544.0
18989,,10458672.0,281474976692624.0,281474976692544.0
18991,,19854128.0,10461104.0,10458672.0
18993,,69864960.0,281474976689152.0,19854128.0
18994,,69864960.0,281474976689152.0,19854128.0
18995,,69864960.0,281474976689152.0,19854128.0
19002,,281474976689024.0,281474976689088.0,281474976689024.0
19008,,281474976688944.0,281474976688992.0,281474976688944.0
19009,,281474976688944.0,281474976688992.0,281474976688944.0
19010,,281474976688944.0,281474976688992.0,281474976688944.0
19011,,281474976688944.0,281474976688992.0,281474976688944.0
19012,,281474976688944.0,281474976688992.0,281474976688944.0
19013,,281474976688944.0,281474976688992.0,281474976688944.0
19014,,281474976688944.0,281474976688992.0,281474976688944.0
19015,,281474976688944.0,281474976688992.0,281474976688944.0
19016,,281474976688944.0,281474976688992.0,281474976688944.0
19017,,281474976688944.0,281474976688992.0,281474976688944.0
19023,,281474976688944.0,281474976688992.0,281474976688944.0
19024,,281474976688944.0,281474976688992.0,281474976688944.0
19025,,281474976688944.0,281474976688992.0,281474976688944.0
19027,,2.0,281474976689008.0,281474976688944.0
19028,,2.0,281474976689008.0,281474976688944.0
19030,,2.0,19171416.0,2.0
19031,,2.0,19171416.0,2.0
19032,,2.0,19171416.0,2.0
19033,,2.0,19171416.0,2.0
19034,,2.0,19171416.0,2.0
19035,,2.0,19171416.0,2.0
19039,,281474976688976.0,281474976688992.0,281474976688976.0
19040,,281474976688976.0,281474976688992.0,281474976688976.0
19041,,281474976688976.0,281474976688992.0,281474976688976.0
19042,,281474976688976.0,281474976688992.0,281474976688976.0
19044,,116707488.0,281474976689008.0,281474976688976.0
19045,,116707488.0,281474976689008.0,281474976688976.0
19046,,116707488.0,281474976689008.0,281474976688976.0
19056,,281474976688864.0,281474976688944.0,281474976688864.0
19057,,281474976688864.0,281474976688944.0,281474976688864.0
19058,,281474976688864.0,281474976688944.0,281474976688864.0
19059,,281474976688864.0,281474976688944.0,281474976688864.0
19060,,281474976688864.0,281474976688944.0,281474976688864.0
19062,,3651.0,281474976688960.0,281474976688864.0
19063,,3651.0,281474976688960.0,281474976688864.0
19066,,445.0,20844408.0,445.0
19067,,445.0,20844408.0,445.0
19068,,445.0,20844408.0,445.0
19069,,445.0,20844408.0,445.0
19071,,35864128.0,20843946.0,445.0
19072,,35864128.0,20843946.0,445.0
19073,,35864128.0,20843946.0,445.0
19074,,35864128.0,20843946.0,445.0
19075,,35864128.0,20843946.0,445.0
19081,,327740.0,81716264.0,327740.0
19082,,327740.0,81716264.0,327740.0
19083,,327740.0,81716264.0,327740.0
19085,,19854128.0,116707472.0,327740.0
19092,,281474976688928.0,281474976688992.0,281474976688928.0
19093,,281474976688928.0,281474976688992.0,281474976688928.0
19094,,281474976688928.0,281474976688992.0,281474976688928.0
19095,,281474976688928.0,281474976688992.0,281474976688928.0
19096,,281474976688928.0,281474976688992.0,281474976688928.0
