,sea-1,sv0-1,sea-2,sv0-2
49242,,15.0,19171416.0,15.0
49243,,15.0,19171416.0,15.0
49247,,281474976688976.0,281474976688992.0,281474976688976.0
49248,,281474976688976.0,281474976688992.0,281474976688976.0
49249,,281474976688976.0,281474976688992.0,281474976688976.0
49250,,281474976688976.0,281474976688992.0,281474976688976.0
49252,,116708832.0,281474976689008.0,281474976688976.0
49253,,116708832.0,281474976689008.0,281474976688976.0
49254,,116708832.0,281474976689008.0,281474976688976.0
49264,,281474976688864.0,281474976688944.0,281474976688864.0
49265,,281474976688864.0,281474976688944.0,281474976688864.0
49266,,281474976688864.0,281474976688944.0,281474976688864.0
49267,,281474976688864.0,281474976688944.0,281474976688864.0
49268,,281474976688864.0,281474976688944.0,281474976688864.0
49270,,3676.0,281474976688960.0,281474976688864.0
49271,,3676.0,281474976688960.0,281474976688864.0
49274,,420.0,20844408.0,420.0
49275,,420.0,20844408.0,420.0
49276,,420.0,20844408.0,420.0
49277,,420.0,20844408.0,420.0
49279,,35865008.0,20843946.0,420.0
49280,,35865008.0,20843946.0,420.0
49281,,35865008.0,20843946.0,420.0
49282,,35865008.0,20843946.0,420.0
49283,,35865008.0,20843946.0,420.0
49289,,327740.0,81716664.0,327740.0
49290,,327740.0,81716664.0,327740.0
49291,,327740.0,81716664.0,327740.0
49293,,69868960.0,116708816.0,327740.0
49300,,281474976688928.0,281474976688992.0,281474976688928.0
49301,,281474976688928.0,281474976688992.0,281474976688928.0
49302,,281474976688928.0,281474976688992.0,281474976688928.0
49303,,281474976688928.0,281474976688992.0,281474976688928.0
49304,,281474976688928.0,281474976688992.0,281474976688928.0
49305,,281474976688928.0,281474976688992.0,281474976688928.0
49312,,281474976688832.0,281474976688896.0,281474976688832.0
49313,,281474976688832.0,281474976688896.0,281474976688832.0
49314,,281474976688832.0,281474976688896.0,281474976688832.0
49315,,281474976688832.0,281474976688896.0,281474976688832.0
49316,,281474976688832.0,281474976688896.0,281474976688832.0
49317,,281474976688832.0,281474976688896.0,281474976688832.0
49318,,281474976688832.0,281474976688896.0,281474976688832.0
49319,,281474976688832.0,281474976688896.0,281474976688832.0
49320,,281474976688832.0,281474976688896.0,281474976688832.0
49321,,281474976688832.0,281474976688896.0,281474976688832.0
49322,,281474976688832.0,281474976688896.0,281474976688832.0
49323,,281474976688832.0,281474976688896.0,281474976688832.0
49324,,281474976688832.0,281474976688896.0,281474976688832.0
49325,,281474976688832.0,281474976688896.0,281474976688832.0
49326,,281474976688832.0,281474976688896.0,281474976688832.0
49330,,281474976688880.0,281474976688896.0,281474976688880.0
49331,,281474976688880.0,281474976688896.0,281474976688880.0
49338,,281474976688768.0,281474976688848.0,281474976688768.0
49339,,281474976688768.0,281474976688848.0,281474976688768.0
49340,,281474976688768.0,281474976688848.0,281474976688768.0
49341,,281474976688768.0,281474976688848.0,281474976688768.0
49342,,281474976688768.0,281474976688848.0,281474976688768.0
49343,,281474976688768.0,281474976688848.0,281474976688768.0
49344,,281474976688768.0,281474976688848.0,281474976688768.0
49345,,281474976688768.0,281474976688848.0,281474976688768.0
49346,,281474976688768.0,281474976688848.0,281474976688768.0
49347,,281474976688768.0,281474976688848.0,281474976688768.0
49348,,281474976688768.0,281474976688848.0,281474976688768.0
49349,,281474976688768.0,281474976688848.0,281474976688768.0
49350,,281474976688768.0,281474976688848.0,281474976688768.0
49351,,281474976688768.0,281474976688848.0,281474976688768.0
49352,,281474976688768.0,281474976688848.0,281474976688768.0
49353,,281474976688768.0,281474976688848.0,281474976688768.0
49354,,281474976688768.0,281474976688848.0,281474976688768.0
49355,,281474976688768.0,281474976688848.0,281474976688768.0
49356,,281474976688768.0,281474976688848.0,281474976688768.0
49357,,281474976688768.0,281474976688848.0,281474976688768.0
49358,,281474976688768.0,281474976688848.0,281474976688768.0
49359,,281474976688768.0,281474976688848.0,281474976688768.0
49360,,281474976688768.0,281474976688848.0,281474976688768.0
49361,,281474976688768.0,281474976688848.0,281474976688768.0
49362,,281474976688768.0,281474976688848.0,281474976688768.0
49363,,281474976688768.0,281474976688848.0,281474976688768.0
49364,,281474976688768.0,281474976688848.0,281474976688768.0
49365,,281474976688768.0,281474976688848.0,281474976688768.0
49367,,1449.0,281474976688864.0,281474976688768.0
49368,,1449.0,281474976688864.0,281474976688768.0
49371,,126.0,30288608.0,126.0
49372,,126.0,30288608.0,126.0
49373,,126.0,30288608.0,126.0
49374,,126.0,30288608.0,126.0
49376,,35865040.0,30288426.0,126.0
49377,,35865040.0,30288426.0,126.0
49378,,35865040.0,30288426.0,126.0
49379,,35865040.0,30288426.0,126.0
49380,,35865040.0,30288426.0,126.0
49383,,281474976688880.0,75347200.0,281474976688880.0
49385,,327755.0,75347200.0,281474976688880.0
49387,,327755.0,75347200.0,327755.0
49389,,327755.0,75347200.0,327755.0
49391,,327755.0,75347200.0,327755.0
49393,,327755.0,75347200.0,327755.0
49395,,327755.0,75347200.0,327755.0
49397,,2.0,75347200.0,327755.0
49399,,3.0,75347208.0,2.0
49400,,3.0,75347208.0,2.0
49401,,3.0,75347208.0,2.0
49403,,75347208.0,75347216.0,3.0
49404,,75347208.0,75347216.0,3.0
49411,,281474976688832.0,281474976688896.0,281474976688832.0
49412,,281474976688832.0,281474976688896.0,281474976688832.0
49413,,281474976688832.0,281474976688896.0,281474976688832.0
49414,,281474976688832.0,281474976688896.0,281474976688832.0
49415,,281474976688832.0,281474976688896.0,281474976688832.0
49416,,281474976688832.0,281474976688896.0,281474976688832.0
49417,,281474976688832.0,281474976688896.0,281474976688832.0
49418,,281474976688832.0,281474976688896.0,281474976688832.0
49419,,281474976688832.0,281474976688896.0,281474976688832.0
49420,,281474976688832.0,281474976688896.0,281474976688832.0
49421,,281474976688832.0,281474976688896.0,281474976688832.0
49422,,281474976688832.0,281474976688896.0,281474976688832.0
49423,,281474976688832.0,281474976688896.0,281474976688832.0
49424,,281474976688832.0,281474976688896.0,281474976688832.0
49426,,75347200.0,281474976688912.0,281474976688832.0
49427,,75347200.0,281474976688912.0,281474976688832.0
49428,,75347200.0,281474976688912.0,281474976688832.0
49429,,75347200.0,281474976688912.0,281474976688832.0
49430,,75347200.0,281474976688912.0,281474976688832.0
49431,,75347200.0,281474976688912.0,281474976688832.0
49432,,75347200.0,281474976688912.0,281474976688832.0
49433,,75347200.0,281474976688912.0,281474976688832.0
49434,,75347200.0,281474976688912.0,281474976688832.0
49435,,75347200.0,281474976688912.0,281474976688832.0
49437,,116708832.0,75347208.0,75347200.0
49438,,116708832.0,75347208.0,75347200.0
49439,,116708832.0,75347208.0,75347200.0
49443,,116708864.0,10465528.0,116708864.0
49446,,69845120.0,116708848.0,69845120.0
49447,,69845120.0,116708848.0,69845120.0
49448,,69845120.0,116708848.0,69845120.0
49449,,69845120.0,116708848.0,69845120.0
49450,,69845120.0,116708848.0,69845120.0
49451,,69845120.0,116708848.0,69845120.0
49453,,281474976689120.0,116708816.0,69845120.0
49459,,281474976689072.0,281474976689104.0,281474976689072.0
49460,,281474976689072.0,281474976689104.0,281474976689072.0
49461,,281474976689072.0,281474976689104.0,281474976689072.0
49462,,281474976689072.0,281474976689104.0,281474976689072.0
49463,,281474976689072.0,281474976689104.0,281474976689072.0
49468,,281474976689024.0,281474976689056.0,281474976689024.0
49469,,281474976689024.0,281474976689056.0,281474976689024.0
49470,,281474976689024.0,281474976689056.0,281474976689024.0
49471,,281474976689024.0,281474976689056.0,281474976689024.0
49472,,281474976689024.0,281474976689056.0,281474976689024.0
49473,,281474976689024.0,281474976689056.0,281474976689024.0
49474,,281474976689024.0,281474976689056.0,281474976689024.0
49480,,281474976688992.0,281474976689040.0,281474976688992.0
49481,,281474976688992.0,281474976689040.0,281474976688992.0
49482,,281474976688992.0,281474976689040.0,281474976688992.0
49483,,281474976688992.0,281474976689040.0,281474976688992.0
49484,,281474976688992.0,281474976689040.0,281474976688992.0
49485,,281474976688992.0,281474976689040.0,281474976688992.0
49486,,281474976688992.0,281474976689040.0,281474976688992.0
49487,,281474976688992.0,281474976689040.0,281474976688992.0
49488,,281474976688992.0,281474976689040.0,281474976688992.0
49489,,281474976688992.0,281474976689040.0,281474976688992.0
49490,,281474976688992.0,281474976689040.0,281474976688992.0
49491,,281474976688992.0,281474976689040.0,281474976688992.0
49492,,281474976688992.0,281474976689040.0,281474976688992.0
49493,,281474976688992.0,281474976689040.0,281474976688992.0
49494,,281474976688992.0,281474976689040.0,281474976688992.0
49495,,281474976688992.0,281474976689040.0,281474976688992.0
49496,,281474976688992.0,281474976689040.0,281474976688992.0
49497,,281474976688992.0,281474976689040.0,281474976688992.0
49498,,281474976688992.0,281474976689040.0,281474976688992.0
49499,,281474976688992.0,281474976689040.0,281474976688992.0
49504,,281474976689024.0,281474976689056.0,281474976689024.0
49505,,281474976689024.0,281474976689056.0,281474976689024.0
49506,,281474976689024.0,281474976689056.0,281474976689024.0
49507,,281474976689024.0,281474976689056.0,281474976689024.0
49508,,281474976689024.0,281474976689056.0,281474976689024.0
49509,,281474976689024.0,281474976689056.0,281474976689024.0
49510,,281474976689024.0,281474976689056.0,281474976689024.0
49516,,281474976688992.0,281474976689040.0,281474976688992.0
49517,,281474976688992.0,281474976689040.0,281474976688992.0
49518,,281474976688992.0,281474976689040.0,281474976688992.0
49519,,281474976688992.0,281474976689040.0,281474976688992.0
49520,,281474976688992.0,281474976689040.0,281474976688992.0
49521,,281474976688992.0,281474976689040.0,281474976688992.0
49522,,281474976688992.0,281474976689040.0,281474976688992.0
49523,,281474976688992.0,281474976689040.0,281474976688992.0
49524,,281474976688992.0,281474976689040.0,281474976688992.0
49525,,281474976688992.0,281474976689040.0,281474976688992.0
49526,,281474976688992.0,281474976689040.0,281474976688992.0
49527,,281474976688992.0,281474976689040.0,281474976688992.0
49528,,281474976688992.0,281474976689040.0,281474976688992.0
49529,,281474976688992.0,281474976689040.0,281474976688992.0
49530,,281474976688992.0,281474976689040.0,281474976688992.0
49531,,281474976688992.0,281474976689040.0,281474976688992.0
49532,,281474976688992.0,281474976689040.0,281474976688992.0
49533,,281474976688992.0,281474976689040.0,281474976688992.0
49534,,281474976688992.0,281474976689040.0,281474976688992.0
49539,,281474976689056.0,281474976689088.0,281474976689056.0
49540,,281474976689056.0,281474976689088.0,281474976689056.0
49541,,281474976689056.0,281474976689088.0,281474976689056.0
49542,,281474976689056.0,281474976689088.0,281474976689056.0
49543,,281474976689056.0,281474976689088.0,281474976689056.0
49544,,281474976689056.0,281474976689088.0,281474976689056.0
49545,,281474976689056.0,281474976689088.0,281474976689056.0
49546,,281474976689056.0,281474976689088.0,281474976689056.0
49547,,281474976689056.0,281474976689088.0,281474976689056.0
49548,,281474976689056.0,281474976689088.0,281474976689056.0
49551,,4294967295.0,115752968.0,4294967295.0
49552,,4294967295.0,115752968.0,4294967295.0
49553,,4294967295.0,115752968.0,4294967295.0
49554,,4294967295.0,115752968.0,4294967295.0
49555,,4294967295.0,115752968.0,4294967295.0
49556,,4294967295.0,115752968.0,4294967295.0
49558,,116708864.0,115753052.0,4294967295.0
49559,,116708864.0,115753052.0,4294967295.0
49560,,116708864.0,115753052.0,4294967295.0
49563,,116708880.0,10465536.0,116708880.0
49566,,115505920.0,116708864.0,115505920.0
49567,,115505920.0,116708864.0,115505920.0
49568,,115505920.0,116708864.0,115505920.0
49569,,115505920.0,116708864.0,115505920.0
49570,,115505920.0,116708864.0,115505920.0
49572,,116708880.0,115505952.0,115505920.0
49573,,116708880.0,115505952.0,115505920.0
49574,,116708880.0,115505952.0,115505920.0
49579,,116708912.0,116708880.0,116708912.0
49582,,69845120.0,116708896.0,69845120.0
49583,,69845120.0,116708896.0,69845120.0
49585,,0.0,116708816.0,69845120.0
49586,,0.0,116708816.0,69845120.0
49587,,0.0,116708816.0,69845120.0
49588,,0.0,116708816.0,69845120.0
49589,,0.0,116708816.0,69845120.0
49590,,0.0,116708816.0,69845120.0
49591,,0.0,116708816.0,69845120.0
49592,,0.0,116708816.0,69845120.0
49593,,0.0,116708816.0,69845120.0
49594,,0.0,116708816.0,69845120.0
49595,,0.0,116708816.0,69845120.0
49596,,0.0,116708816.0,69845120.0
49599,,281474976692608.0,281474976692608.0,281474976692608.0
49600,,281474976692608.0,281474976692608.0,281474976692608.0
49606,,281474976692528.0,281474976692576.0,281474976692528.0
49613,,281474976692432.0,281474976692496.0,281474976692432.0
49614,,281474976692432.0,281474976692496.0,281474976692432.0
49615,,281474976692432.0,281474976692496.0,281474976692432.0
49616,,281474976692432.0,281474976692496.0,281474976692432.0
49617,,281474976692432.0,281474976692496.0,281474976692432.0
49618,,281474976692432.0,281474976692496.0,281474976692432.0
49619,,281474976692432.0,281474976692496.0,281474976692432.0
49620,,281474976692432.0,281474976692496.0,281474976692432.0
49621,,281474976692432.0,281474976692496.0,281474976692432.0
49622,,281474976692432.0,281474976692496.0,281474976692432.0
49623,,281474976692432.0,281474976692496.0,281474976692432.0
49630,,281474976692432.0,281474976692496.0,281474976692432.0
49631,,281474976692432.0,281474976692496.0,281474976692432.0
49632,,281474976692432.0,281474976692496.0,281474976692432.0
49639,,281474976692336.0,281474976692400.0,281474976692336.0
49640,,281474976692336.0,281474976692400.0,281474976692336.0
49641,,281474976692336.0,281474976692400.0,281474976692336.0
49642,,281474976692336.0,281474976692400.0,281474976692336.0
49643,,281474976692336.0,281474976692400.0,281474976692336.0
49644,,281474976692336.0,281474976692400.0,281474976692336.0
49645,,281474976692336.0,281474976692400.0,281474976692336.0
49646,,281474976692336.0,281474976692400.0,281474976692336.0
49647,,281474976692336.0,281474976692400.0,281474976692336.0
49648,,281474976692336.0,281474976692400.0,281474976692336.0
49649,,281474976692336.0,281474976692400.0,281474976692336.0
49650,,281474976692336.0,281474976692400.0,281474976692336.0
49651,,281474976692336.0,281474976692400.0,281474976692336.0
49652,,281474976692336.0,281474976692400.0,281474976692336.0
49653,,281474976692336.0,281474976692400.0,281474976692336.0
49654,,281474976692336.0,281474976692400.0,281474976692336.0
49655,,281474976692336.0,281474976692400.0,281474976692336.0
49656,,281474976692336.0,281474976692400.0,281474976692336.0
49657,,281474976692336.0,281474976692400.0,281474976692336.0
49658,,281474976692336.0,281474976692400.0,281474976692336.0
49659,,281474976692336.0,281474976692400.0,281474976692336.0
49660,,281474976692336.0,281474976692400.0,281474976692336.0
49661,,281474976692336.0,281474976692400.0,281474976692336.0
49662,,281474976692336.0,281474976692400.0,281474976692336.0
49663,,281474976692336.0,281474976692400.0,281474976692336.0
49664,,281474976692336.0,281474976692400.0,281474976692336.0
49665,,281474976692336.0,281474976692400.0,281474976692336.0
49666,,281474976692336.0,281474976692400.0,281474976692336.0
49667,,281474976692336.0,281474976692400.0,281474976692336.0
49668,,281474976692336.0,281474976692400.0,281474976692336.0
49669,,281474976692336.0,281474976692400.0,281474976692336.0
49673,,281474976692560.0,281474976692576.0,281474976692560.0
49674,,281474976692560.0,281474976692576.0,281474976692560.0
49675,,281474976692560.0,281474976692576.0,281474976692560.0
49676,,281474976692560.0,281474976692576.0,281474976692560.0
49677,,281474976692560.0,281474976692576.0,281474976692560.0
49679,,0.0,281474976692592.0,281474976692560.0
49681,,431.0,20823432.0,0.0
49683,,34361835520.0,20823440.0,431.0
49684,,34361835520.0,20823440.0,431.0
49685,,34361835520.0,20823440.0,431.0
49686,,34361835520.0,20823440.0,431.0
49687,,34361835520.0,20823440.0,431.0
49695,,10458672.0,281474976692624.0,281474976692544.0
49696,,10458672.0,281474976692624.0,281474976692544.0
49697,,10458672.0,281474976692624.0,281474976692544.0
49698,,10458672.0,281474976692624.0,281474976692544.0
49699,,10458672.0,281474976692624.0,281474976692544.0
49700,,10458672.0,281474976692624.0,281474976692544.0
49702,,69869088.0,10461104.0,10458672.0
49704,,95303584.0,281474976689152.0,69869088.0
49705,,95303584.0,281474976689152.0,69869088.0
49706,,95303584.0,281474976689152.0,69869088.0
49713,,281474976689024.0,281474976689088.0,281474976689024.0
49714,,281474976689024.0,281474976689088.0,281474976689024.0
49715,,281474976689024.0,281474976689088.0,281474976689024.0
49722,,281474976688928.0,281474976688992.0,281474976688928.0
49723,,281474976688928.0,281474976688992.0,281474976688928.0
49724,,281474976688928.0,281474976688992.0,281474976688928.0
49725,,281474976688928.0,281474976688992.0,281474976688928.0
49726,,281474976688928.0,281474976688992.0,281474976688928.0
49727,,281474976688928.0,281474976688992.0,281474976688928.0
49728,,281474976688928.0,281474976688992.0,281474976688928.0
49729,,281474976688928.0,281474976688992.0,281474976688928.0
49730,,281474976688928.0,281474976688992.0,281474976688928.0
49731,,281474976688928.0,281474976688992.0,281474976688928.0
49732,,281474976688928.0,281474976688992.0,281474976688928.0
49733,,281474976688928.0,281474976688992.0,281474976688928.0
49734,,281474976688928.0,281474976688992.0,281474976688928.0
49735,,281474976688928.0,281474976688992.0,281474976688928.0
49736,,281474976688928.0,281474976688992.0,281474976688928.0
49741,,281474976688976.0,281474976688992.0,281474976688976.0
49742,,281474976688976.0,281474976688992.0,281474976688976.0
49743,,281474976688976.0,281474976688992.0,281474976688976.0
49744,,281474976688976.0,281474976688992.0,281474976688976.0
49746,,116708944.0,281474976689008.0,281474976688976.0
49747,,116708944.0,281474976689008.0,281474976688976.0
49748,,116708944.0,281474976689008.0,281474976688976.0
49758,,281474976688864.0,281474976688944.0,281474976688864.0
49759,,281474976688864.0,281474976688944.0,281474976688864.0
49760,,281474976688864.0,281474976688944.0,281474976688864.0
49761,,281474976688864.0,281474976688944.0,281474976688864.0
49762,,281474976688864.0,281474976688944.0,281474976688864.0
49764,,3677.0,281474976688960.0,281474976688864.0
49765,,3677.0,281474976688960.0,281474976688864.0
49768,,419.0,20844408.0,419.0
49769,,419.0,20844408.0,419.0
49770,,419.0,20844408.0,419.0
49771,,419.0,20844408.0,419.0
49773,,35865056.0,20843946.0,419.0
49774,,35865056.0,20843946.0,419.0
49775,,35865056.0,20843946.0,419.0
49776,,35865056.0,20843946.0,419.0
49777,,35865056.0,20843946.0,419.0
49783,,327740.0,81716680.0,327740.0
49784,,327740.0,81716680.0,327740.0
49785,,327740.0,81716680.0,327740.0
49786,,327740.0,81716680.0,327740.0
49787,,327740.0,81716680.0,327740.0
49788,,327740.0,81716680.0,327740.0
49789,,327740.0,81716680.0,327740.0
49790,,327740.0,81716680.0,327740.0
49791,,327740.0,81716680.0,327740.0
49793,,116708944.0,116708928.0,327740.0
49794,,116708944.0,116708928.0,327740.0
49795,,116708944.0,116708928.0,327740.0
49798,,116708960.0,10465536.0,116708960.0
49800,,0.0,10465528.0,116708960.0
49804,,281474976688992.0,281474976688992.0,281474976688992.0
49805,,281474976688992.0,281474976688992.0,281474976688992.0
49811,,281474976688912.0,281474976688960.0,281474976688912.0
49812,,281474976688912.0,281474976688960.0,281474976688912.0
49813,,281474976688912.0,281474976688960.0,281474976688912.0
49814,,281474976688912.0,281474976688960.0,281474976688912.0
49815,,281474976688912.0,281474976688960.0,281474976688912.0
49816,,281474976688912.0,281474976688960.0,281474976688912.0
49817,,281474976688912.0,281474976688960.0,281474976688912.0
49824,,281474976688880.0,281474976688960.0,281474976688880.0
49825,,281474976688880.0,281474976688960.0,281474976688880.0
49826,,281474976688880.0,281474976688960.0,281474976688880.0
49827,,281474976688880.0,281474976688960.0,281474976688880.0
49828,,281474976688880.0,281474976688960.0,281474976688880.0
49830,,1450.0,281474976688976.0,281474976688880.0
49831,,1450.0,281474976688976.0,281474976688880.0
49834,,125.0,30288608.0,125.0
49835,,125.0,30288608.0,125.0
49836,,125.0,30288608.0,125.0
49837,,125.0,30288608.0,125.0
49839,,35865088.0,30288426.0,125.0
49840,,35865088.0,30288426.0,125.0
49841,,35865088.0,30288426.0,125.0
49842,,35865088.0,30288426.0,125.0
49843,,35865088.0,30288426.0,125.0
49847,,327746.0,75347232.0,327746.0
49849,,327746.0,75347248.0,327746.0
49851,,327746.0,75347232.0,327746.0
49853,,327746.0,75347232.0,327746.0
49855,,327746.0,75347232.0,327746.0
49857,,327746.0,75347232.0,327746.0
49859,,75347232.0,75347232.0,327746.0
49860,,75347232.0,75347232.0,327746.0
49861,,75347232.0,75347232.0,327746.0
49862,,75347232.0,75347232.0,327746.0
49863,,75347232.0,75347232.0,327746.0
49864,,75347232.0,75347232.0,327746.0
49866,,116708960.0,75347248.0,75347232.0
49867,,116708960.0,75347248.0,75347232.0
49868,,116708960.0,75347248.0,75347232.0
49872,,116708992.0,10465528.0,116708992.0
49875,,69845248.0,116708976.0,69845248.0
49876,,69845248.0,116708976.0,69845248.0
49877,,69845248.0,116708976.0,69845248.0
49883,,281474976688944.0,281474976688992.0,281474976688944.0
49884,,281474976688944.0,281474976688992.0,281474976688944.0
49885,,281474976688944.0,281474976688992.0,281474976688944.0
49887,,16.0,281474976689008.0,281474976688944.0
49888,,16.0,281474976689008.0,281474976688944.0
49890,,16.0,19171416.0,16.0
49891,,16.0,19171416.0,16.0
49892,,16.0,19171416.0,16.0
49893,,16.0,19171416.0,16.0
49894,,16.0,19171416.0,16.0
49896,,281474976689024.0,19171400.0,16.0
49897,,281474976689024.0,19171400.0,16.0
49898,,281474976689024.0,19171400.0,16.0
49899,,281474976689024.0,19171400.0,16.0
49900,,281474976689024.0,19171400.0,16.0
49901,,281474976689024.0,19171400.0,16.0
49903,,281474976689120.0,20767000.0,281474976689024.0
49909,,281474976689072.0,281474976689104.0,281474976689072.0
49910,,281474976689072.0,281474976689104.0,281474976689072.0
49911,,281474976689072.0,281474976689104.0,281474976689072.0
49912,,281474976689072.0,281474976689104.0,281474976689072.0
49913,,281474976689072.0,281474976689104.0,281474976689072.0
49914,,281474976689072.0,281474976689104.0,281474976689072.0
49915,,281474976689072.0,281474976689104.0,281474976689072.0
49921,,281474976689040.0,281474976689088.0,281474976689040.0
49922,,281474976689040.0,281474976689088.0,281474976689040.0
49923,,281474976689040.0,281474976689088.0,281474976689040.0
49924,,281474976689040.0,281474976689088.0,281474976689040.0
49925,,281474976689040.0,281474976689088.0,281474976689040.0
49926,,281474976689040.0,281474976689088.0,281474976689040.0
49927,,281474976689040.0,281474976689088.0,281474976689040.0
49928,,281474976689040.0,281474976689088.0,281474976689040.0
49929,,281474976689040.0,281474976689088.0,281474976689040.0
49930,,281474976689040.0,281474976689088.0,281474976689040.0
49931,,281474976689040.0,281474976689088.0,281474976689040.0
49932,,281474976689040.0,281474976689088.0,281474976689040.0
49933,,281474976689040.0,281474976689088.0,281474976689040.0
49934,,281474976689040.0,281474976689088.0,281474976689040.0
49935,,281474976689040.0,281474976689088.0,281474976689040.0
49936,,281474976689040.0,281474976689088.0,281474976689040.0
49941,,281474976689056.0,281474976689088.0,281474976689056.0
49942,,281474976689056.0,281474976689088.0,281474976689056.0
49943,,281474976689056.0,281474976689088.0,281474976689056.0
49944,,281474976689056.0,281474976689088.0,281474976689056.0
49945,,281474976689056.0,281474976689088.0,281474976689056.0
49946,,281474976689056.0,281474976689088.0,281474976689056.0
49947,,281474976689056.0,281474976689088.0,281474976689056.0
49948,,281474976689056.0,281474976689088.0,281474976689056.0
49949,,281474976689056.0,281474976689088.0,281474976689056.0
49950,,281474976689056.0,281474976689088.0,281474976689056.0
49953,,4294967295.0,115752968.0,4294967295.0
49954,,4294967295.0,115752968.0,4294967295.0
49955,,4294967295.0,115752968.0,4294967295.0
49956,,4294967295.0,115752968.0,4294967295.0
49957,,4294967295.0,115752968.0,4294967295.0
49958,,4294967295.0,115752968.0,4294967295.0
49960,,116708992.0,115753056.0,4294967295.0
49961,,116708992.0,115753056.0,4294967295.0
49962,,116708992.0,115753056.0,4294967295.0
49965,,116709008.0,10465536.0,116709008.0
49968,,115728152.0,116708992.0,115728152.0
49969,,115728152.0,116708992.0,115728152.0
49970,,115728152.0,116708992.0,115728152.0
49971,,115728152.0,116708992.0,115728152.0
49972,,115728152.0,116708992.0,115728152.0
49974,,116709008.0,115728184.0,115728152.0
49975,,116709008.0,115728184.0,115728152.0
49976,,116709008.0,115728184.0,115728152.0
49981,,116709040.0,116709008.0,116709040.0
49984,,69845248.0,116709024.0,69845248.0
49985,,69845248.0,116709024.0,69845248.0
49987,,0.0,116708928.0,69845248.0
49988,,0.0,116708928.0,69845248.0
49989,,0.0,116708928.0,69845248.0
49990,,0.0,116708928.0,69845248.0
49991,,0.0,116708928.0,69845248.0
49992,,0.0,116708928.0,69845248.0
49993,,0.0,116708928.0,69845248.0
49994,,0.0,116708928.0,69845248.0
49995,,0.0,116708928.0,69845248.0
49996,,0.0,116708928.0,69845248.0
49997,,0.0,116708928.0,69845248.0
49998,,0.0,116708928.0,69845248.0
50001,,281474976692608.0,281474976692608.0,281474976692608.0
50002,,281474976692608.0,281474976692608.0,281474976692608.0
50008,,281474976692528.0,281474976692576.0,281474976692528.0
50015,,281474976692432.0,281474976692496.0,281474976692432.0
50016,,281474976692432.0,281474976692496.0,281474976692432.0
50017,,281474976692432.0,281474976692496.0,281474976692432.0
50018,,281474976692432.0,281474976692496.0,281474976692432.0
50019,,281474976692432.0,281474976692496.0,281474976692432.0
50020,,281474976692432.0,281474976692496.0,281474976692432.0
50021,,281474976692432.0,281474976692496.0,281474976692432.0
50022,,281474976692432.0,281474976692496.0,281474976692432.0
50023,,281474976692432.0,281474976692496.0,281474976692432.0
50024,,281474976692432.0,281474976692496.0,281474976692432.0
50025,,281474976692432.0,281474976692496.0,281474976692432.0
50026,,281474976692432.0,281474976692496.0,281474976692432.0
50027,,281474976692432.0,281474976692496.0,281474976692432.0
50028,,281474976692432.0,281474976692496.0,281474976692432.0
50029,,281474976692432.0,281474976692496.0,281474976692432.0
50030,,281474976692432.0,281474976692496.0,281474976692432.0
50031,,281474976692432.0,281474976692496.0,281474976692432.0
50032,,281474976692432.0,281474976692496.0,281474976692432.0
50033,,281474976692432.0,281474976692496.0,281474976692432.0
50034,,281474976692432.0,281474976692496.0,281474976692432.0
50035,,281474976692432.0,281474976692496.0,281474976692432.0
50036,,281474976692432.0,281474976692496.0,281474976692432.0
50040,,281474976692560.0,281474976692576.0,281474976692560.0
50041,,281474976692560.0,281474976692576.0,281474976692560.0
50042,,281474976692560.0,281474976692576.0,281474976692560.0
50043,,281474976692560.0,281474976692576.0,281474976692560.0
50044,,281474976692560.0,281474976692576.0,281474976692560.0
50046,,0.0,281474976692592.0,281474976692560.0
50048,,214.0,20823432.0,0.0
50049,,214.0,20823432.0,0.0
50054,,104430616.0,104430632.0,104430616.0
50055,,104430616.0,104430632.0,104430616.0
50056,,104430616.0,104430632.0,104430616.0
50057,,104430616.0,104430632.0,104430616.0
50059,,20823424.0,104430640.0,104430616.0
50064,,0.0,20823432.0,0.0
50065,,0.0,20823432.0,0.0
50066,,0.0,20823432.0,0.0
50067,,0.0,20823432.0,0.0
50068,,0.0,20823432.0,0.0
50069,,0.0,20823432.0,0.0
50070,,0.0,20823432.0,0.0
50071,,0.0,20823432.0,0.0
50079,,10458672.0,281474976692624.0,281474976692544.0
50080,,10458672.0,281474976692624.0,281474976692544.0
50081,,10458672.0,281474976692624.0,281474976692544.0
50082,,10458672.0,281474976692624.0,281474976692544.0
50083,,10458672.0,281474976692624.0,281474976692544.0
50084,,10458672.0,281474976692624.0,281474976692544.0
50086,,41469088.0,10461104.0,10458672.0
50088,,69869184.0,281474976689152.0,41469088.0
50089,,69869184.0,281474976689152.0,41469088.0
50090,,69869184.0,281474976689152.0,41469088.0
50097,,281474976689024.0,281474976689088.0,281474976689024.0
50103,,281474976688944.0,281474976688992.0,281474976688944.0
50104,,281474976688944.0,281474976688992.0,281474976688944.0
50105,,281474976688944.0,281474976688992.0,281474976688944.0
50106,,281474976688944.0,281474976688992.0,281474976688944.0
50107,,281474976688944.0,281474976688992.0,281474976688944.0
50108,,281474976688944.0,281474976688992.0,281474976688944.0
