epochs,width,rate,error
100.0,100.0,0.00075,0.0005896046280103803
100.0,100.0,0.00075,0.0007975903740698007
100.0,100.0,0.00075,0.0006400451793486186
100.0,100.0,0.00075,0.0006825060582961456
100.0,100.0,0.00075,0.0005791916698278328
