epochs,width,rate,error
100.0,100.0,0.00075,0.0006539778391539571
100.0,100.0,0.00075,0.0006004658558840364
100.0,100.0,0.00075,0.0006208774700483131
100.0,100.0,0.00075,0.000654628194237562
100.0,100.0,0.00075,0.0006198134281602616
