,s-1l,s-1u,s-2l,s-2u
73,0.9999915738590023,1.0,0.9999915738590023,1.0
74,0.9999915738590023,1.0,0.9999915738590023,1.0
75,0.9999915738590023,1.0,0.9999915738590023,1.0
77,0.9999916111119053,1.0,0.9999915738590023,1.0
78,0.9999916111119053,1.0,0.9999915738590023,1.0
79,0.9999916111119053,1.0,0.9999915738590023,1.0
80,0.9999916111119053,1.0,0.9999915738590023,1.0
81,0.9999916111119053,1.0,0.9999915738590023,1.0
82,0.9999916111119053,1.0,0.9999915738590023,1.0
83,0.9999916111119053,1.0,0.9999915738590023,1.0
88,0.9999915813095829,1.0,0.9999915813095829,1.0
89,0.9999915813095829,1.0,0.9999915813095829,1.0
90,0.9999915813095829,1.0,0.9999915813095829,1.0
