epochs,width,rate,error
100.0,150.0,0.001,0.0007800976864832842
100.0,150.0,0.001,0.0007668214271036646
100.0,150.0,0.001,0.0007729019779144468
100.0,150.0,0.001,0.0007681646651585697
100.0,150.0,0.001,0.0007574502722437219
