epochs,width,rate,error
20,150,0.0005,0.000931801177511
20,150,0.001,0.00093936126645
20,150,0.001,0.000957084588655
20,150,0.0005,0.000988089417905
20,150,0.001,0.001006099233448
20,150,0.001,0.001009490493752
20,150,0.0005,0.001010402210413
20,150,0.0005,0.001012815444464
20,150,0.0005,0.001066266699855
20,150,0.001,0.001102012328561
20,150,0.002,0.001766831824164
20,150,0.002,0.001766831824164
20,150,0.002,0.001766831824165
20,150,0.002,0.001766831824166
20,150,0.002,0.001766831824166
