epochs,width,rate,error
20,150,0.001,0.000988222010539
20,150,0.001,0.001003849463573
20,150,0.001,0.001017767797955
20,150,0.001,0.001031248719892
20,150,0.0001,0.00108503565897
20,150,0.001,0.001086323727657
20,150,0.0001,0.001106347888487
20,150,0.0001,0.001109573721495
20,150,0.0001,0.001127907275967
20,150,0.0001,0.001148335383035
20,150,1E-05,0.001254970024919
20,150,1E-05,0.001256075049014
20,150,1E-05,0.001260377853202
20,150,1E-05,0.001263093080637
20,150,1E-05,0.001264210862253
